a6a5550f-4981-4b48-b821-a57d5c8ca3b3	Accessibility note	Anmerkung zur Barrierefreiheit
1c7acba3-523d-4237-acd2-e88549bfc660	Accumulation and Frequency of Use note	Anmerkung zur Akkumulation und Benutzungsfrequenz
1c017b8d-c783-4f63-b620-079f7a5b9c07	Action note	Angaben zu Bestandserhaltungsmaßnahmen und Archivierungsabsprachen
1d51e8b2-dee7-43f5-983c-a40757b9cdfa	Additional Physical Form Available note	Anmerkung zu zusätzlich erhältlichen Publikationsformen
e8cdc2fe-c53c-478a-a7f3-47f2fc79c6d4	Awards note	Anmerkung zu Auszeichnungen
86b6e817-e1bc-42fb-bab0-70e7547de6c1	Bibliography note	Anmerkung zu Literaturverzeichnissen etc.
0dc69a30-6d2b-40df-a50e-e4982bda86f4	Binding Information note	Anmerkung zu Einbandangaben
c636881b-8927-4480-ad1b-8d7b27b4bbfe	Biographical or Historical Data	Anmerkung zu biografischen oder historischen Daten
794f19f1-d00b-4b4b-97e9-0de5a34495a0	Cartographic Mathematical Data	Kartografische mathematische Daten
6f76f4e7-9c0b-4138-9371-09b36136372d	Case File Characteristics note	Anmerkung zu Merkmalen von Prozessakten
6ca9df3f-454d-4b5b-9d41-feb5d5030b99	Citation / References note	Anmerkung zu Quellenangaben
ec9f8285-6bf9-4e6c-a3cb-38ef17f0317f	Copy and Version Identification note	Anmerkung zur Identifikation des Exemplars und der Version
9f08c9b7-500a-43e0-b00f-ba02396b198f	Creation / Production Credits note	Anmerkung zu Vor- und Nachspann
fda2f2e3-965f-4220-8a2b-93d35ce6d582	Cumulative Index / Finding Aides notes	Anmerkung zum kumulierenden Register/Fundstellennachweis
7929eee7-6822-4199-8df4-bb2ae773e4cd	Data quality note	Anmerkung zur Datenqualität
43295b78-3bfa-4c28-bc7f-8d924f63493f	Date / time and place of an event note	Anmerkung zu Datum/Zeit und Ort eines Ereignisses
b73cc9c2-c9fa-49aa-964f-5ae1aa754ecd	Dissertation note	Hochschulschriftenvermerk
1cb8ac76-01fa-49be-8b9c-fcdaf17458a5	Entity and Attribute Information note	Anmerkung zur Entität und zusätzliche Merkmale
0ed2da88-3f81-42f5-b688-91b70919d9bb	Exhibitions note	Anmerkung zu Ausstellungen
5ba8e385-0e27-462e-a571-ffa1fa34ea54	Formatted Contents Note	Anmerkung zu strukturierten Inhaltsangaben
806cb024-80d2-47c2-8bbf-b91091c85f68	Former Title Complexity note	Anmerkung zu früheren Titeln
f289c02b-9515-4c3f-b242-ffd071e82135	Funding Information Note	Anmerkung zur Finanzierung
6a2533a7-4de2-4e64-8466-074c2fa9308c	General note	Allgemeine Anmerkung
28e12ad3-4a8d-48cc-b56c-a5ded22fc844	Geographic Coverage note	Anmerkung zum geografischen Geltungsbereich
86c4bd09-16de-45ee-89d3-b6d32fae6de9	Immediate Source of Acquisition note	Anmerkung zur unmittelbaren Erwerbungsquelle
13047c94-7d2c-4c41-9658-abacfa97a5c8	Information About Documentation note	Anmerkung zu Dokumentationsangaben
654be0fd-bba2-4791-afa3-ae60300d7043	Information related to Copyright Status	Informationen zum Copyright-Status
49475f04-35ef-4f8a-aa7f-92773594ca76	Issuing Body note	Anmerkung zur herausgebenden Körperschaft
7356cde5-ec6b-4961-9cb0-961c48a37af4	Language note	Anmerkung zur Sprache
779c22a2-311c-4ebb-b71e-b246c7ee574d	Linking Entry Complexity note	Weitere Angaben zu einer Beziehung
265c4910-3997-4242-9269-6a4a2e91392b	Local notes	Lokale Anmerkungen
c6340b85-d048-426a-89aa-163cfb801a56	Location of Originals / Duplicates note	Anmerkung zum Standort von Originalen und Duplikaten
9a4b39f4-a7d5-4c4d-abc6-5ccf1fc1d78c	Location of Other Archival Materials note	Anmerkung zum Standort anderer Archivmaterialien
02b5b0c6-3375-4912-ac75-ad9f552362b2	Methodology note	Anmerkung zur Methodik
cf635f41-29e7-4dd0-8598-33f230157074	Numbering peculiarities note	Anmerkung zur Zählung
42be8949-6f69-4c55-874b-60b744ac1103	Original Version note	Anmerkung zur Originalversion
56cf513e-a738-40c5-a3ab-b0c60ba07e15	Ownership and Custodial History note	Anmerkung zur Besitz- und Aufbewahrungsgeschichte
9b56b954-7f3b-4e4b-8ed0-cf40aef13975	Participant or Performer note	Anmerkung zu Mitwirkenden oder Interpreten
09812302-92f7-497e-9120-ed25de458ea5	Preferred Citation of Described Materials note	Anmerkung zur bevorzugten Zitierform
e0ea861c-959f-4912-8579-5e9ea8a69454	Publications About Described Materials note	Anmerkung zu Veröffentlichungen über die beschriebenen Materialien
d548fdff-b71c-4359-8055-f1c008c30f01	Reproduction note	Anmerkung zur Reproduktion
e814a32e-02da-4773-8f3a-6629cdb7ecdf	Restrictions on Access note	Anmerkung zu Zugangsrechten
72c611ab-f353-4c09-a0cc-33ff96cc3bef	Scale note for graphic material	Anmerkung zum Maßstab (Grafisches Material)
66ea8f28-d5da-426a-a7c9-739a5d676347	Source of Description note	Source of Description Note
06489647-c7b7-4b6c-878a-cb7c1178e9ca	Study Program Information note	Anmerkung zu Angaben zum Studienprogramm
10e2e11b-450f-45c8-b09b-0f819999966e	Summary	Anmerkung zu Zusammenfassungen etc.
aecfda7a-e8aa-46d6-9046-9b0b8c231b85	Supplement note	Anmerkung zu Beilagen
95f62ca7-5df5-4a51-9890-d0ec3a34665f	System Details note	Anmerkung zu Systemdetails (-besonderheiten)
922fdcde-952d-45c2-b9ea-5fc8959ad116	Target Audience note	Anmerkung zur Zielgruppe
f677d908-69c6-4450-94a6-abbcf94a1ee5	Terms Governing Use and Reproduction note	Anmerkung zu Nutzungs- und Vervielfältigungsbestimmungen
3d931c23-6ae8-4e5a-8802-dc8c2e21ea19	Type of computer file or data note	Anmerkung zur Art der Datei oder der Daten
f939b820-4a23-43d1-84ba-101add6e1456	Type of report and period covered note	Anmerkung zu Art und Zeitraum des Berichts
06b44741-888e-4b15-a75e-cb29e27752d1	With note	Anmerkung zu enthaltenen Werken
